ledger,page,row,date,journal,particulars,cheque,debit,credit,balance,balance_side,day_ordinal,notes
CH_REV1,6,245,27/06/2026,35029,CASH BILL35029 SABANAH(1),,4420.00,,39631.85,DR,2,
CH_REV1,6,246,27/06/2026,64012,CASH BILL64012 NAMPANG,,168.00,,39799.85,DR,3,
CH_REV1,6,247,27/06/2026,64013,CASH BILL64013 NAMPANG,,412.80,,40212.65,DR,4,
CH_REV1,6,248,27/06/2026,64015,CASH BILL64015 MINGHONG,,77.10,,40289.75,DR,5,
CH_REV1,6,249,27/06/2026,64016,CASH BILL64016 CAKE,,153.00,,40442.75,DR,6,
CH_REV1,6,250,28/06/2026,RV066/06,SALES 23/06/2026,,,600.00,39842.75,DR,1,
CH_REV1,6,251,28/06/2026,RV067/06,SALES 25/06/2026,,,3000.00,36842.75,DR,2,
CH_REV1,6,252,28/06/2026,RV068/06,SALES 27/06/2026,,,3500.00,33342.75,DR,3,
CH_REV1,7,253,29/06/2026,022295,CASH BILL : 022295 KENT-V,,270.00,,33612.75,DR,1,
CH_REV1,7,254,29/06/2026,2004956,CASH BILL2004956 ROHANI(2),,1705.00,,35317.75,DR,2,
CH_REV1,7,255,29/06/2026,2004957,CASH BILL2004957 ISLAM,,564.00,,35881.75,DR,3,
CH_REV1,7,256,29/06/2026,2004958,CASH BILL2004958 PARVEEN,,494.00,,36375.75,DR,4,
CH_REV1,7,257,29/06/2026,2004959,CASH BILL2004959 MENG,,578.00,,36953.75,DR,5,
CH_REV1,7,258,29/06/2026,2004960,CASH BILL2004960 MING-PPR,,246.00,,37199.75,DR,6,
CH_REV1,7,259,29/06/2026,2004963,CASH BILL : 2004963 ALIAS,,192.80,,37392.55,DR,7,
CH_REV1,7,260,29/06/2026,2004964,CASH BILL : 2004964 ROHANI(2),,2387.70,,39780.25,DR,8,
CH_REV1,7,261,29/06/2026,2004965,CASH BILL2004965 MAJUJAYA,,492.00,,40272.25,DR,9,date partially hole-punched; day inferred 29
CH_REV1,7,262,29/06/2026,35033,CASH BILL35033 SABANAH(2),,3832.00,,44104.25,DR,10,
CH_REV1,7,263,29/06/2026,35034,CASH BILL35034 AKBAR N OMAR,,870.00,,44974.25,DR,11,
CH_REV1,7,264,29/06/2026,35035,CASH BILL35035 SHIMA,,1816.20,,46790.45,DR,12,
CH_REV1,7,265,29/06/2026,35036,CASH BILL35036 AKBAR N OMAR,,370.50,,47160.95,DR,13,
CH_REV1,7,266,29/06/2026,35037,CASH BILL35037 SHAB,,1305.00,,48465.95,DR,14,
CH_REV1,7,267,29/06/2026,64022,CASH BILL64022 NURJANNAH,,870.00,,49335.95,DR,15,
CH_REV1,7,268,29/06/2026,RV069/06,SALES 27/06/2026,,,600.00,48735.95,DR,16,
CH_REV1,7,269,29/06/2026,RV070/06,SALES 29/06/2026,,,7000.00,41735.95,DR,17,
CH_REV1,7,270,30/06/2026,022296,CASH BILL : 022296 HERMAN,,78.00,,41813.95,DR,1,
CH_REV1,7,271,30/06/2026,35038,CASH BILL35038 SABANA,,6902.00,,48715.95,DR,2,
CH_REV1,7,272,30/06/2026,64023,CASH BILL64023 HAPPY,,442.50,,49158.45,DR,3,
CH_REV1,7,273,30/06/2026,64024,CASH BILL64024,,519.50,,49677.95,DR,4,no customer name printed
CH_REV1,7,274,30/06/2026,64029,CASH BILL64029 AFZAL(1),,1235.00,,50912.95,DR,5,
CH_REV1,7,275,30/06/2026,64031,CASH BILL64031 GREENS,,354.00,,51266.95,DR,6,
CH_REV1,7,276,30/06/2026,RV071/06,SALES 11/06/2026,,,4700.80,46566.15,DR,7,
CH_REV1,7,277,30/06/2026,RV072/06,SALES 12/06/2026,,,2467.60,44098.55,DR,8,RV073/RV074 are in CH_REV2
CH_REV1,7,278,30/06/2026,RV075/06,SALES 22/06/2026,,,1094.20,43004.35,DR,9,
CH_REV1,7,279,30/06/2026,RV076/06,SALES 23/06/2026,,,258.80,42745.55,DR,10,
CH_REV1,7,280,30/06/2026,RV077/06,SALES 24/06/2026,,,555.00,42190.55,DR,11,
CH_REV1,7,281,30/06/2026,RV078/06,SALES 27/06/2026,,,700.00,41490.55,DR,12,
CH_REV1,7,282,30/06/2026,RV079/06,SALES 29/06/2026,,,700.00,40790.55,DR,13,
CH_REV1,7,283,30/06/2026,RV080/06,SALES 30/06/2026,,,3000.00,37790.55,DR,14,
CH_REV1,7,284,30/06/2026,RV081/06,SALES 30/06/2026,,,3600.00,34190.55,DR,15,closing 34190.55 DR (checkmark on page); matches plan fixture
