ledger,page,row,date,journal,particulars,cheque,debit,credit,balance,balance_side,day_ordinal,notes
BANK_PBB,6,196,23/06/2026,PIB437391,INV/NO : 63592/63685/TSEN,437391,2142.50,,35702.30,DR,3,
BANK_PBB,6,197,23/06/2026,PV005/06,AMOUNT DUE TO DIRECTOR -WSF,PB350782,,3231.05,32471.25,DR,4,
BANK_PBB,6,198,23/06/2026,PV006/06,CLAIM BILLS/DRAWING WORKERS/SALARY WORKE RS (06/2026),PB350783,,8503.80,23967.45,DR,5,
BANK_PBB,6,199,23/06/2026,PV007/06,CLAIM BILLS/INCENTIVES & ANNUAL LEAVE WO RKERS (06/2026),PB350784,,9163.45,14804.00,DR,6,
BANK_PBB,6,200,23/06/2026,RV043/06,SALES 18/06/2026,,700.00,,15504.00,DR,7,
BANK_PBB,6,201,23/06/2026,RV044/06,SALES 22/06/2026,,5000.00,,20504.00,DR,8,date obscured by hole punch; day inferred 23
BANK_PBB,6,202,23/06/2026,RV045/06,SALES 22/06/2026,,6000.00,,26504.00,DR,9,
BANK_PBB,6,203,23/06/2026,RV046/06,SALES 23/06/2026,,5000.00,,31504.00,DR,10,
BANK_PBB,6,204,23/06/2026,TF230626,INV/NO : 63977/WILLY,TF230626,365.00,,31869.00,DR,11,
BANK_PBB,6,205,23/06/2026,TF230626-1,INV/NO : 63726/63769/63821/63855/YONGSON S,TF230626,5208.00,,37077.00,DR,12,ONE transfer settling FOUR invoices; customer wraps mid-word (YONGSON S = YONGSONS)
BANK_PBB,6,206,24/06/2026,ALB000106,INV/NO : 63229/63401/SS WHOLESALE,000106,2070.00,,39147.00,DR,1,
BANK_PBB,6,207,24/06/2026,PBE052/06,KEJURUTERAAN STIMDANG S/B,PBE26062,,900.00,38247.00,DR,2,
BANK_PBB,6,208,24/06/2026,PBE053/06,TAOBAO-GI NET,PBE26062,,5227.52,33019.48,DR,3,
BANK_PBB,6,209,24/06/2026,RV047/06,SALES 09/05/2026,,4445.50,,37464.98,DR,4,May source pool banked late-June
BANK_PBB,6,210,24/06/2026,RV048/06,FROM DRAWING WORKERS,,1500.00,,38964.98,DR,5,RV048 = non-sales receipt — explains absence from cash ledgers (plan rule 3)
BANK_PBB,6,211,24/06/2026,RV049/06,INV/NO : 34923/TEO,,795.00,,39759.98,DR,6,bank side of CH_REV2 RV049/06
BANK_PBB,6,212,24/06/2026,RV050/06,INV/NO : 63825/CITY,,1710.00,,41469.98,DR,7,
BANK_PBB,6,213,24/06/2026,RV051/06,INV/NO : 34945/TEO,,795.00,,42264.98,DR,8,
BANK_PBB,6,214,24/06/2026,RV052/06,INV/NO : 34908/TEO,,530.00,,42794.98,DR,9,mixed-customer RV052/06 SPLIT into two bank rows by customer (530.00 TEO + 52.80 ROSE = 582.80 single CH_REV2 credit)
BANK_PBB,6,215,24/06/2026,RV052/06,INV/NO :015333/015337/015346/ROSE,,52.80,,42847.78,DR,10,second RV052/06 row; journal ref repeats; three ROSE cash bills
BANK_PBB,6,216,24/06/2026,RV053/06,INV/NO : 63740/YEEBEE,,1590.00,,44437.78,DR,11,
BANK_PBB,6,217,24/06/2026,RV054/06,SALES 06/06/2026,,2408.75,,46846.53,DR,12,
BANK_PBB,6,218,24/06/2026,RV055/06,SALES 08/06/2026,,9145.70,,55992.23,DR,13,
BANK_PBB,6,219,24/06/2026,RV056/06,SALES 10/06/2026,,717.60,,56709.83,DR,14,
BANK_PBB,6,220,24/06/2026,RV057/06,SALES 16/06/2026,,780.10,,57489.93,DR,15,date obscured by hole punch; day inferred 24
BANK_PBB,6,221,24/06/2026,RV058/06,SALES 18/06/2026,,709.90,,58199.83,DR,16,
BANK_PBB,6,222,24/06/2026,RV059/06,SALES 19/06/2026,,834.20,,59034.03,DR,17,
BANK_PBB,6,223,24/06/2026,RV060/06,SALES 20/06/2026,,2814.10,,61848.13,DR,18,
BANK_PBB,6,224,24/06/2026,TR240626,INV/NO : 2004947/KOPI 148,TR240626,330.00,,62178.13,DR,19,
BANK_PBB,6,225,24/06/2026,TT240626,INV/NO : 35011/POOI,TT240626,795.00,,62973.13,DR,20,
BANK_PBB,6,226,25/06/2026,PBE054/06,PAUMIN HARDWARE S/B,PBE26062,,709.00,62264.13,DR,1,
BANK_PBB,6,227,25/06/2026,PBE055/06,"KELAB KEBAJIKAN, SUKAN DAN REKREASI JBT. ALAM SEKITAR NEGERI SABAH",PBE26062,,1000.00,61264.13,DR,2,
BANK_PBB,6,228,25/06/2026,RV061/06,SALES 24/06/2026,,5000.00,,66264.13,DR,3,
BANK_PBB,6,229,25/06/2026,T250626,INV/NO : 015370/WONG-YS,T250626,247.50,,66511.63,DR,4,
BANK_PBB,6,230,25/06/2026,T250626-1,INV/NO : 015371/CRAFS,T250626-,330.00,,66841.63,DR,5,
BANK_PBB,6,231,26/06/2026,PBE056/06,TF OF MBB LOAN 460184752269-GTH HSE #36 & 36460184752252-WSF HSE#44,PBE26062,,6000.00,60841.63,DR,1,
BANK_PBB,6,232,26/06/2026,PBE057/06,AFFIN BANK BERHAD -LOAN PYMT 52TH INSTAL LMENT OF SD1016T,PBE26062,,2684.00,58157.63,DR,2,
BANK_PBB,7,233,26/06/2026,PBE058/06,GREEN TARGET WASTE TREATMENT IND S/B,PBE26062,,3887.80,54269.83,DR,3,inter-company payment to Green Target
BANK_PBB,7,234,26/06/2026,PBE059/06,UNIANG PLASTIC INDUSTRIES (SABAH) S/B,PBE26062,,9881.85,44387.98,DR,4,
BANK_PBB,7,235,26/06/2026,RV062/06,SALES 22/06/2026,,1000.00,,45387.98,DR,5,
BANK_PBB,7,236,26/06/2026,RV063/06,SALES 25/06/2026,,2600.00,,47987.98,DR,6,
BANK_PBB,7,237,26/06/2026,RV064/06,SALES 26/06/2026,,5850.00,,53837.98,DR,7,
BANK_PBB,7,238,26/06/2026,RV065/06,SALES 26/06/2026,,50.00,,53887.98,DR,8,
BANK_PBB,7,239,26/06/2026,TF260626,INV/NO : 63928/63987/LILI,TF260626,2798.00,,56685.98,DR,9,
BANK_PBB,7,240,26/06/2026,TR260626,INV/NO : 2004951/AA-T,TR260626,2430.00,,59115.98,DR,10,date obscured by hole punch; day inferred 26
BANK_PBB,7,241,26/06/2026,TT260626,INV/NO : 34898/HAPHUAT,TT260626,4200.00,,63315.98,DR,11,
BANK_PBB,7,242,26/06/2026,TT260626-1,INV/NO : 35028/PINA ENT,TT260626,292.00,,63607.98,DR,12,
BANK_PBB,7,243,27/06/2026,PBE060/06,SUNRISE INTOP S/B,PBE26062,,630.00,62977.98,DR,1,
BANK_PBB,7,244,27/06/2026,T270626,INV/NO : 015326/TYSTAR,T270626,4920.00,,67897.98,DR,2,
BANK_PBB,7,245,27/06/2026,TF270626,INV/NO : 64018/J&S,TF270626,756.00,,68653.98,DR,3,
BANK_PBB,7,246,27/06/2026,TT270626,INV/NO : 35031/HOCKSENG,TT270626,530.00,,69183.98,DR,4,
BANK_PBB,7,247,27/06/2026,TT270626-1,INV/NO : 34875/34909/34947/SEGARRAYA,TT270626,39721.39,,108905.37,DR,5,largest single debit of month; three invoices
BANK_PBB,7,248,28/06/2026,RV066/06,SALES 23/06/2026,,600.00,,109505.37,DR,1,
BANK_PBB,7,249,28/06/2026,RV067/06,SALES 25/06/2026,,3000.00,,112505.37,DR,2,
BANK_PBB,7,250,28/06/2026,RV068/06,SALES 27/06/2026,,3500.00,,116005.37,DR,3,
BANK_PBB,7,251,28/06/2026,TT280626,INV/NO : 34989/SEGARRAYA,TT280626,15239.00,,131244.37,DR,4,
BANK_PBB,7,252,29/06/2026,MIB000757,INV/NO : 34777/LAI,000757,2735.60,,133979.97,DR,1,MIB (Maybank Islamic) external cheque
BANK_PBB,7,253,29/06/2026,PBB678670,INV/NO : 2004884/2004913/2004939/GUI,678670,27242.00,,161221.97,DR,2,same physical cheque 678670 split across 4 GUI customer accounts via numeric suffixes
BANK_PBB,7,254,29/06/2026,PBB678670-1,INV/NO : 2004888/2004944/GUI(2),678670-1,10999.00,,172220.97,DR,3,
BANK_PBB,7,255,29/06/2026,PBB678670-2,INV/NO : 2004921/GUI(3),678670-2,8248.00,,180468.97,DR,4,
BANK_PBB,7,256,29/06/2026,PBB678670-3,INV/NO : 2004887/2004904/2004930/GUI(5),678670-3,16054.40,,196523.37,DR,5,
BANK_PBB,7,257,29/06/2026,RV069/06,SALES 27/06/2026,,600.00,,197123.37,DR,6,
BANK_PBB,7,258,29/06/2026,RV070/06,SALES 29/06/2026,,7000.00,,204123.37,DR,7,
BANK_PBB,7,259,29/06/2026,T290626,INV/NO : 025845/KLIAS,T290626,22949.90,,227073.27,DR,8,
BANK_PBB,7,260,30/06/2026,JV26/06/09,BANK CHARGES MONTH OF JUNE 2026,,,17.00,227056.27,DR,1,JV seq jumps 02 -> 09 (JV03-08 posted in other ledgers; not bank-touching)
BANK_PBB,7,261,30/06/2026,MIB292525,INV/NO : 63556/63713/METRO,292525,5171.80,,232228.07,DR,2,
BANK_PBB,7,262,30/06/2026,PBE061/06,NITSEI SAGO INDUSTRIES S/B,PBE26063,,30000.00,202228.07,DR,3,cheque batch ref rolls to PBE26063
BANK_PBB,7,263,30/06/2026,PV008/06,CLAIM BILLS/DRAWING WORKERS/SALARY WORKE RS (06/2026),PB350785,,11764.40,190463.67,DR,4,amount digits smudged; 11764.40 resolved by balance arithmetic
BANK_PBB,7,264,30/06/2026,RV071/06,SALES 11/06/2026,,4700.80,,195164.47,DR,5,
BANK_PBB,7,265,30/06/2026,RV072/06,SALES 12/06/2026,,2467.60,,197632.07,DR,6,
BANK_PBB,7,266,30/06/2026,RV073/06,INV/NO : 34993/TEO,,530.00,,198162.07,DR,7,bank side of CH_REV2 RV073/06
BANK_PBB,7,267,30/06/2026,RV074/06,INV/NO :63468/KELUARGA,,870.00,,199032.07,DR,8,mixed-customer RV074/06 SPLIT into two bank rows by customer (870.00 + 212.40 = 1082.40 single CH_REV2 credit)
BANK_PBB,7,268,30/06/2026,RV074/06,INV/NO :63771/PUBLIC,,212.40,,199244.47,DR,9,second RV074/06 row; journal ref repeats
BANK_PBB,7,269,30/06/2026,RV075/06,SALES 22/06/2026,,1094.20,,200338.67,DR,10,
BANK_PBB,7,270,30/06/2026,RV076/06,SALES 23/06/2026,,258.80,,200597.47,DR,11,
BANK_PBB,7,271,30/06/2026,RV077/06,SALES 24/06/2026,,555.00,,201152.47,DR,12,
BANK_PBB,7,272,30/06/2026,RV078/06,SALES 27/06/2026,,700.00,,201852.47,DR,13,
BANK_PBB,7,273,30/06/2026,RV079/06,SALES 29/06/2026,,700.00,,202552.47,DR,14,
BANK_PBB,8,274,30/06/2026,RV080/06,SALES 30/06/2026,,3000.00,,205552.47,DR,15,same-day banking (source 30/06 banked 30/06)
BANK_PBB,8,275,30/06/2026,RV081/06,SALES 30/06/2026,,3600.00,,209152.47,DR,16,
BANK_PBB,8,276,30/06/2026,RV082/06,REFUND TERMINATION OF CTOS DATA SYSTEM-C PIGMY80551A53667-26/06/2026,,143.70,,209296.17,DR,17,RV082 = non-sales refund receipt; RV sequence extends past cash-ledger max RV081
BANK_PBB,8,277,30/06/2026,RV083/06,REFUND OVERPAID FROM PUNCAK NIAGA,,5.40,,209301.57,DR,18,RV083 = supplier overpayment refund receipt
BANK_PBB,8,278,30/06/2026,TF300626,INV/NO : 64032/DEJAYA,TF300626,1846.80,,211148.37,DR,19,
BANK_PBB,8,279,30/06/2026,TT300626,INV/NO : 35039/SKY,TT300626,1590.00,,212738.37,DR,20,closing 212738.37 DR matches plan baseline (red checkmark on page); June totals: 206 debits = 685388.69 / 72 credits = 644938.48 both match plan exactly; NO row for cash bill 015375 anywhere in statement
